Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Support_Calls,Churn
10.0,43.11,Month-to-Month,DSL,Yes,Mailed Check,2,Yes
5.0,34.16,One Year,Fiber Optic,No,Electronic Check,3,Yes
17.0,79.37,One Year,Fiber Optic,No,Electronic Check,1,Yes
17.0,83.86,One Year,No,Yes,Credit Card,2,Yes
4.0,59.37,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
5.0,106.03,Month-to-Month,DSL,Yes,Electronic Check,3,Yes
13.0,57.19,Month-to-Month,No,Yes,Electronic Check,1,No
13.0,55.92,Month-to-Month,DSL,No,Electronic Check,3,Yes
9.0,84.81,One Year,Fiber Optic,No,Bank Transfer,2,Yes
4.0,61.03,Month-to-Month,No,No,Mailed Check,2,Yes
0.0,67.54,Month-to-Month,DSL,No,Credit Card,0,Yes
72.0,15.0,Month-to-Month,Fiber Optic,No,Bank Transfer,1,No
69.0,65.5,Month-to-Month,No,Yes,Mailed Check,1,No
16.0,15.0,One Year,No,No,Credit Card,0,No
72.0,28.37,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
27.0,24.94,One Year,DSL,No,Electronic Check,1,No
2.0,33.72,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
3.0,48.53,Two Year,Fiber Optic,No,Bank Transfer,2,No
59.0,50.41,Two Year,Fiber Optic,Yes,Mailed Check,1,No
24.0,84.93,One Year,No,No,Electronic Check,1,Yes
44.0,71.67,Two Year,DSL,No,Electronic Check,2,Yes
55.0,15.0,Month-to-Month,DSL,No,Electronic Check,2,Yes
14.0,67.5,Two Year,Fiber Optic,No,Electronic Check,2,Yes
1.0,74.55,Two Year,No,Yes,Credit Card,1,No
5.0,55.14,Two Year,Fiber Optic,Yes,Bank Transfer,1,No
2.0,63.17,One Year,No,Yes,Bank Transfer,1,No
5.0,70.71,One Year,No,No,Bank Transfer,5,Yes
13.0,87.94,Month-to-Month,No,No,Bank Transfer,0,Yes
3.0,17.75,Month-to-Month,No,Yes,Credit Card,1,Yes
4.0,57.67,Month-to-Month,No,No,Mailed Check,1,Yes
14.0,110.25,Two Year,No,Yes,Bank Transfer,2,No
10.0,107.5,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
15.0,90.53,One Year,DSL,Yes,Credit Card,2,Yes
13.0,81.1,Month-to-Month,DSL,No,Credit Card,4,Yes
25.0,114.64,Month-to-Month,DSL,No,Credit Card,1,Yes
66.0,122.54,Two Year,DSL,Yes,Electronic Check,1,No
3.0,61.13,Two Year,DSL,No,Electronic Check,0,No
3.0,35.92,One Year,No,Yes,Electronic Check,1,No
46.0,56.89,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
17.0,150.0,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
35.0,17.92,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
6.0,50.88,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
42.0,22.62,Month-to-Month,DSL,No,Electronic Check,2,Yes
62.0,68.74,Month-to-Month,No,Yes,Credit Card,1,Yes
24.0,28.92,Month-to-Month,DSL,Yes,Electronic Check,1,No
3.0,61.74,One Year,Fiber Optic,Yes,Mailed Check,2,Yes
54.0,15.0,Month-to-Month,DSL,Yes,Bank Transfer,1,No
38.0,83.53,Month-to-Month,Fiber Optic,No,Bank Transfer,3,Yes
33.0,101.67,Month-to-Month,No,Yes,Electronic Check,0,Yes
1.0,53.48,Two Year,DSL,No,Credit Card,1,No
39.0,60.95,Month-to-Month,No,No,Bank Transfer,3,Yes
4.0,60.1,Month-to-Month,DSL,Yes,Credit Card,2,Yes
6.0,70.43,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
21.0,63.85,Two Year,No,Yes,Mailed Check,3,Yes
7.0,88.04,One Year,No,Yes,Credit Card,0,No
26.0,101.99,One Year,DSL,Yes,Credit Card,2,Yes
22.0,40.58,Month-to-Month,DSL,Yes,Credit Card,4,Yes
3.0,55.72,One Year,Fiber Optic,Yes,Credit Card,3,Yes
26.0,92.05,One Year,DSL,Yes,Credit Card,1,Yes
62.0,22.35,One Year,Fiber Optic,No,Mailed Check,0,No
4.0,15.0,Two Year,Fiber Optic,No,Electronic Check,1,Yes
22.0,71.79,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
10.0,79.89,Month-to-Month,DSL,No,Bank Transfer,1,Yes
15.0,43.33,Two Year,Fiber Optic,No,Electronic Check,0,No
8.0,47.64,One Year,No,Yes,Electronic Check,0,No
10.0,42.19,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
1.0,38.99,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,Yes
72.0,85.8,Two Year,DSL,No,Electronic Check,1,No
24.0,29.59,Month-to-Month,DSL,Yes,Electronic Check,0,No
17.0,57.03,Month-to-Month,DSL,Yes,Bank Transfer,2,Yes
12.0,37.84,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
19.0,21.34,Two Year,DSL,Yes,Mailed Check,2,No
11.0,91.11,Two Year,Fiber Optic,Yes,Credit Card,1,Yes
11.0,49.41,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
15.0,70.65,One Year,Fiber Optic,Yes,Electronic Check,0,Yes
8.0,19.76,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
5.0,42.74,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
20.0,87.68,Two Year,Fiber Optic,Yes,Bank Transfer,1,No
44.0,142.62,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
4.0,15.0,Month-to-Month,DSL,No,Mailed Check,1,Yes
1.0,58.97,One Year,Fiber Optic,Yes,Credit Card,1,Yes
7.0,77.37,Month-to-Month,Fiber Optic,Yes,Credit Card,1,No
72.0,46.52,Month-to-Month,DSL,Yes,Mailed Check,2,No
42.0,90.49,One Year,DSL,Yes,Electronic Check,3,No
22.0,39.0,One Year,DSL,Yes,Electronic Check,2,No
64.0,69.62,Month-to-Month,No,No,Electronic Check,4,No
14.0,49.34,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
72.0,101.58,One Year,Fiber Optic,Yes,Mailed Check,0,No
8.0,44.71,Two Year,No,No,Bank Transfer,1,Yes
7.0,54.44,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
24.0,93.37,Two Year,Fiber Optic,Yes,Credit Card,1,No
11.0,34.16,One Year,DSL,No,Bank Transfer,1,Yes
24.0,67.06,Two Year,Fiber Optic,Yes,Bank Transfer,1,No
9.0,15.0,Month-to-Month,DSL,No,Credit Card,1,Yes
23.0,32.36,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
8.0,76.46,Month-to-Month,DSL,No,Credit Card,0,Yes
1.0,35.28,Month-to-Month,DSL,No,Electronic Check,2,Yes
58.0,48.66,Two Year,DSL,No,Electronic Check,0,No
52.0,79.79,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
72.0,47.62,One Year,No,Yes,Mailed Check,3,No
30.0,89.69,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,Yes
28.0,71.47,One Year,No,No,Bank Transfer,2,Yes
20.0,78.07,Month-to-Month,Fiber Optic,No,Electronic Check,4,Yes
3.0,102.23,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
5.0,74.59,Month-to-Month,DSL,No,Mailed Check,2,Yes
8.0,111.17,One Year,No,Yes,Bank Transfer,0,No
53.0,92.34,Month-to-Month,DSL,Yes,Mailed Check,1,Yes
5.0,49.3,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
61.0,103.79,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
18.0,72.92,Two Year,Fiber Optic,No,Credit Card,1,Yes
30.0,53.16,One Year,DSL,Yes,Electronic Check,0,Yes
3.0,73.35,One Year,Fiber Optic,No,Bank Transfer,2,Yes
8.0,98.37,One Year,No,No,Mailed Check,3,Yes
72.0,78.65,Month-to-Month,No,No,Credit Card,1,No
7.0,119.67,One Year,No,No,Credit Card,1,Yes
8.0,97.6,Month-to-Month,DSL,Yes,Credit Card,2,Yes
5.0,80.69,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
3.0,34.22,One Year,DSL,Yes,Credit Card,1,No
6.0,59.61,One Year,No,Yes,Electronic Check,1,No
25.0,67.15,Month-to-Month,DSL,No,Electronic Check,2,Yes
15.0,85.9,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
19.0,84.12,One Year,No,No,Mailed Check,0,No
3.0,70.09,One Year,Fiber Optic,No,Bank Transfer,1,Yes
39.0,68.61,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
37.0,86.61,Month-to-Month,DSL,Yes,Electronic Check,0,No
1.0,39.24,Two Year,Fiber Optic,No,Bank Transfer,2,Yes
12.0,115.87,One Year,No,No,Credit Card,1,Yes
2.0,15.0,Two Year,Fiber Optic,Yes,Bank Transfer,3,Yes
38.0,108.66,Month-to-Month,DSL,Yes,Bank Transfer,1,Yes
32.0,63.64,Month-to-Month,DSL,Yes,Bank Transfer,3,No
56.0,95.08,Month-to-Month,DSL,Yes,Credit Card,2,Yes
6.0,75.92,One Year,Fiber Optic,Yes,Credit Card,2,Yes
15.0,75.38,Month-to-Month,DSL,Yes,Mailed Check,4,Yes
5.0,81.63,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
11.0,89.27,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
18.0,55.14,One Year,Fiber Optic,No,Credit Card,1,Yes
1.0,96.04,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
30.0,32.47,One Year,Fiber Optic,No,Bank Transfer,0,No
19.0,64.84,Two Year,Fiber Optic,Yes,Credit Card,2,No
42.0,90.08,One Year,Fiber Optic,No,Mailed Check,2,No
8.0,94.85,Month-to-Month,No,Yes,Mailed Check,1,Yes
56.0,78.82,Two Year,DSL,No,Bank Transfer,0,No
72.0,53.2,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,No
60.0,91.9,Month-to-Month,DSL,No,Electronic Check,1,Yes
36.0,44.92,Two Year,Fiber Optic,No,Credit Card,1,No
40.0,117.54,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
20.0,62.46,Month-to-Month,DSL,Yes,Credit Card,1,Yes
5.0,18.81,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
27.0,29.16,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
30.0,66.31,One Year,Fiber Optic,No,Credit Card,3,Yes
72.0,69.19,Month-to-Month,DSL,No,Electronic Check,4,Yes
19.0,124.09,One Year,DSL,Yes,Bank Transfer,3,Yes
8.0,33.85,One Year,Fiber Optic,No,Bank Transfer,0,Yes
28.0,66.18,Month-to-Month,DSL,No,Bank Transfer,4,Yes
72.0,33.22,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
5.0,50.22,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
9.0,115.52,Two Year,DSL,No,Electronic Check,2,Yes
19.0,30.91,One Year,No,No,Bank Transfer,0,Yes
4.0,82.61,Two Year,Fiber Optic,No,Credit Card,1,Yes
1.0,76.79,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
10.0,64.27,Month-to-Month,No,Yes,Electronic Check,2,No
48.0,80.58,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
1.0,30.2,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
13.0,114.69,Month-to-Month,No,No,Mailed Check,0,Yes
34.0,122.75,Two Year,Fiber Optic,No,Credit Card,2,No
72.0,66.41,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
72.0,137.69,Two Year,Fiber Optic,Yes,Electronic Check,0,Yes
13.0,53.03,Month-to-Month,No,Yes,Electronic Check,3,Yes
72.0,77.01,Two Year,DSL,Yes,Electronic Check,3,No
1.0,107.96,Month-to-Month,DSL,No,Mailed Check,2,Yes
33.0,51.23,Two Year,DSL,No,Credit Card,2,No
25.0,23.55,Month-to-Month,DSL,Yes,Bank Transfer,1,No
7.0,16.65,Two Year,DSL,Yes,Credit Card,5,No
17.0,126.82,Month-to-Month,No,Yes,Bank Transfer,1,No
3.0,49.13,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
49.0,59.43,Month-to-Month,DSL,No,Electronic Check,1,Yes
11.0,31.62,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
24.0,93.45,One Year,Fiber Optic,Yes,Credit Card,3,Yes
4.0,41.55,Two Year,Fiber Optic,No,Credit Card,3,Yes
6.0,50.26,One Year,Fiber Optic,Yes,Credit Card,0,No
72.0,73.99,One Year,No,No,Electronic Check,1,No
34.0,33.08,Month-to-Month,DSL,Yes,Credit Card,0,No
72.0,59.64,One Year,DSL,Yes,Electronic Check,0,No
8.0,107.07,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
4.0,77.85,Two Year,Fiber Optic,No,Mailed Check,1,Yes
17.0,68.92,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
16.0,71.45,One Year,DSL,Yes,Credit Card,1,Yes
5.0,53.33,Month-to-Month,DSL,Yes,Bank Transfer,1,Yes
32.0,124.88,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
11.0,40.64,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
5.0,71.33,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
10.0,68.45,Month-to-Month,No,No,Electronic Check,1,Yes
20.0,95.26,Month-to-Month,No,No,Electronic Check,2,Yes
31.0,98.1,Two Year,DSL,Yes,Bank Transfer,1,No
16.0,64.04,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
18.0,73.72,Two Year,DSL,Yes,Credit Card,1,No
4.0,74.86,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
59.0,15.0,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,No
63.0,17.33,One Year,DSL,No,Mailed Check,3,Yes
28.0,46.85,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
0.0,48.15,Month-to-Month,No,No,Mailed Check,2,No
18.0,29.02,One Year,DSL,Yes,Electronic Check,1,Yes
24.0,87.49,Month-to-Month,DSL,Yes,Credit Card,3,Yes
72.0,65.06,One Year,DSL,No,Electronic Check,0,No
72.0,58.56,Month-to-Month,Fiber Optic,No,Credit Card,3,Yes
47.0,27.32,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
2.0,63.66,Two Year,Fiber Optic,No,Credit Card,1,No
72.0,15.0,One Year,Fiber Optic,No,Mailed Check,1,No
23.0,60.11,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,No
39.0,66.9,Two Year,Fiber Optic,No,Electronic Check,0,Yes
13.0,72.26,Two Year,Fiber Optic,Yes,Electronic Check,0,Yes
9.0,18.08,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
15.0,71.74,Month-to-Month,No,No,Credit Card,0,Yes
4.0,33.76,Two Year,DSL,Yes,Mailed Check,1,No
11.0,40.63,Month-to-Month,DSL,Yes,Mailed Check,5,Yes
47.0,86.54,Month-to-Month,DSL,Yes,Electronic Check,3,Yes
1.0,125.42,Month-to-Month,No,No,Bank Transfer,3,Yes
4.0,66.54,One Year,Fiber Optic,No,Electronic Check,2,Yes
3.0,40.49,Two Year,DSL,Yes,Electronic Check,2,Yes
12.0,70.66,One Year,No,No,Bank Transfer,1,Yes
72.0,93.17,Two Year,No,Yes,Mailed Check,3,No
5.0,83.63,Month-to-Month,No,No,Electronic Check,2,Yes
4.0,147.29,Month-to-Month,DSL,No,Electronic Check,1,Yes
59.0,43.54,One Year,No,No,Bank Transfer,2,No
51.0,72.57,Two Year,DSL,Yes,Electronic Check,1,No
1.0,111.47,Month-to-Month,DSL,No,Credit Card,0,No
33.0,109.58,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
26.0,15.0,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
35.0,64.9,Month-to-Month,DSL,No,Credit Card,2,No
16.0,109.54,Month-to-Month,Fiber Optic,No,Mailed Check,0,Yes
72.0,150.0,Month-to-Month,No,Yes,Electronic Check,2,No
1.0,86.11,Two Year,Fiber Optic,No,Mailed Check,1,Yes
6.0,53.96,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
12.0,34.72,One Year,DSL,No,Bank Transfer,3,Yes
14.0,131.56,Month-to-Month,No,No,Mailed Check,2,Yes
61.0,86.86,Month-to-Month,DSL,Yes,Bank Transfer,2,No
20.0,39.56,One Year,Fiber Optic,No,Bank Transfer,3,No
1.0,58.91,Two Year,DSL,Yes,Bank Transfer,1,No
13.0,74.31,Month-to-Month,No,Yes,Credit Card,1,Yes
13.0,81.31,Two Year,DSL,No,Bank Transfer,0,Yes
72.0,38.01,Two Year,Fiber Optic,Yes,Mailed Check,0,No
22.0,46.57,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
24.0,15.41,Month-to-Month,No,No,Electronic Check,1,No
30.0,96.19,One Year,DSL,No,Credit Card,3,Yes
35.0,54.75,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
24.0,78.99,Month-to-Month,DSL,No,Electronic Check,2,Yes
6.0,107.67,Month-to-Month,No,No,Credit Card,6,Yes
50.0,71.6,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
32.0,61.61,Two Year,Fiber Optic,No,Mailed Check,1,No
33.0,70.82,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
72.0,66.9,Month-to-Month,DSL,Yes,Mailed Check,2,Yes
39.0,102.38,Month-to-Month,DSL,No,Bank Transfer,1,Yes
42.0,74.33,One Year,Fiber Optic,Yes,Electronic Check,0,No
72.0,48.67,One Year,No,No,Mailed Check,0,No
4.0,96.44,Two Year,Fiber Optic,No,Credit Card,2,Yes
17.0,101.91,One Year,No,No,Bank Transfer,1,Yes
21.0,24.85,One Year,DSL,Yes,Mailed Check,2,Yes
10.0,110.98,Month-to-Month,No,No,Mailed Check,0,Yes
44.0,75.94,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
34.0,73.5,One Year,Fiber Optic,Yes,Credit Card,0,No
31.0,95.2,Two Year,Fiber Optic,Yes,Credit Card,2,Yes
72.0,47.99,Two Year,Fiber Optic,No,Bank Transfer,2,No
7.0,93.62,One Year,Fiber Optic,Yes,Electronic Check,1,No
32.0,53.7,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
19.0,20.75,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
9.0,35.07,Month-to-Month,DSL,Yes,Mailed Check,1,Yes
4.0,82.01,Month-to-Month,DSL,No,Electronic Check,2,Yes
54.0,36.64,Month-to-Month,DSL,Yes,Bank Transfer,3,No
22.0,113.3,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
42.0,100.68,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
19.0,105.0,One Year,Fiber Optic,No,Bank Transfer,0,No
6.0,68.74,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
10.0,72.74,One Year,DSL,No,Credit Card,0,Yes
12.0,29.19,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
72.0,94.87,Month-to-Month,DSL,No,Electronic Check,1,Yes
0.0,76.4,Two Year,Fiber Optic,Yes,Electronic Check,0,No
72.0,82.02,Month-to-Month,DSL,No,Credit Card,3,Yes
72.0,115.65,Two Year,Fiber Optic,No,Bank Transfer,0,No
72.0,46.82,Month-to-Month,Fiber Optic,Yes,Mailed Check,1,No
16.0,61.22,Month-to-Month,Fiber Optic,No,Electronic Check,5,Yes
72.0,74.8,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
12.0,36.94,Month-to-Month,DSL,No,Electronic Check,2,No
1.0,59.37,Month-to-Month,DSL,Yes,Credit Card,2,Yes
6.0,79.79,One Year,Fiber Optic,No,Credit Card,3,Yes
70.0,55.24,Month-to-Month,No,Yes,Bank Transfer,1,No
0.0,104.27,One Year,Fiber Optic,No,Credit Card,0,Yes
19.0,19.67,Month-to-Month,DSL,Yes,Electronic Check,3,No
2.0,98.68,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
8.0,84.84,Two Year,Fiber Optic,Yes,Electronic Check,2,Yes
2.0,47.94,Two Year,Fiber Optic,No,Electronic Check,3,Yes
47.0,37.27,Month-to-Month,No,No,Credit Card,1,Yes
21.0,15.0,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
56.0,41.14,Month-to-Month,DSL,Yes,Credit Card,1,No
28.0,96.42,Two Year,DSL,Yes,Credit Card,0,No
72.0,63.32,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
17.0,99.89,Two Year,Fiber Optic,No,Electronic Check,0,No
24.0,46.4,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
21.0,86.21,Two Year,No,No,Electronic Check,2,Yes
16.0,43.48,Month-to-Month,DSL,Yes,Mailed Check,2,Yes
45.0,36.03,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
25.0,61.79,One Year,DSL,Yes,Bank Transfer,1,Yes
39.0,45.05,Two Year,No,No,Credit Card,1,No
37.0,18.72,Two Year,Fiber Optic,No,Mailed Check,3,No
5.0,59.53,One Year,DSL,No,Electronic Check,3,No
25.0,68.19,One Year,No,No,Credit Card,3,Yes
5.0,103.05,One Year,DSL,No,Electronic Check,1,Yes
21.0,93.1,One Year,Fiber Optic,Yes,Electronic Check,1,No
27.0,101.6,Two Year,No,No,Credit Card,1,Yes
72.0,86.61,Month-to-Month,Fiber Optic,No,Credit Card,3,Yes
1.0,74.98,One Year,No,No,Credit Card,3,Yes
2.0,28.13,Month-to-Month,No,Yes,Electronic Check,1,Yes
2.0,69.5,One Year,No,No,Mailed Check,3,No
12.0,82.9,Two Year,DSL,No,Electronic Check,4,Yes
41.0,108.72,Month-to-Month,DSL,Yes,Credit Card,3,Yes
45.0,85.59,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
32.0,102.21,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
55.0,34.04,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
9.0,55.21,Month-to-Month,DSL,No,Credit Card,2,Yes
2.0,77.88,Two Year,No,Yes,Bank Transfer,1,No
1.0,99.83,One Year,No,No,Electronic Check,1,No
46.0,60.64,Two Year,Fiber Optic,No,Mailed Check,2,Yes
31.0,62.53,Month-to-Month,DSL,Yes,Credit Card,1,Yes
29.0,85.61,Two Year,DSL,Yes,Bank Transfer,1,No
10.0,31.22,One Year,DSL,Yes,Electronic Check,2,No
11.0,113.22,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
72.0,38.63,One Year,No,No,Credit Card,0,No
2.0,15.0,Two Year,DSL,Yes,Mailed Check,2,No
36.0,65.3,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
9.0,115.95,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
1.0,82.59,Two Year,DSL,No,Mailed Check,0,No
33.0,87.53,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
10.0,66.24,One Year,Fiber Optic,Yes,Electronic Check,4,Yes
31.0,60.43,Month-to-Month,No,Yes,Bank Transfer,0,No
30.0,18.65,Month-to-Month,Fiber Optic,No,Electronic Check,0,No
18.0,15.0,One Year,Fiber Optic,Yes,Electronic Check,1,No
36.0,70.89,Month-to-Month,DSL,No,Credit Card,1,Yes
21.0,104.38,One Year,DSL,Yes,Credit Card,1,No
8.0,75.32,Month-to-Month,DSL,Yes,Bank Transfer,2,Yes
32.0,83.71,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
21.0,112.51,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
0.0,74.86,Month-to-Month,DSL,Yes,Credit Card,0,Yes
56.0,61.32,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,No
19.0,40.44,Two Year,Fiber Optic,Yes,Credit Card,1,No
49.0,125.67,Two Year,DSL,No,Electronic Check,1,No
51.0,80.8,Two Year,DSL,Yes,Credit Card,0,No
14.0,36.69,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
17.0,29.86,Two Year,DSL,No,Electronic Check,1,No
13.0,102.59,Two Year,Fiber Optic,No,Credit Card,1,Yes
14.0,33.88,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
54.0,120.62,Month-to-Month,DSL,No,Electronic Check,1,Yes
37.0,15.0,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
3.0,107.68,Month-to-Month,DSL,Yes,Bank Transfer,1,Yes
23.0,79.61,Two Year,DSL,Yes,Electronic Check,0,No
72.0,68.56,One Year,No,No,Bank Transfer,1,No
22.0,59.74,One Year,Fiber Optic,Yes,Electronic Check,4,Yes
37.0,121.72,Month-to-Month,Fiber Optic,No,Electronic Check,1,No
35.0,86.21,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
10.0,37.9,Month-to-Month,DSL,No,Mailed Check,2,Yes
11.0,15.0,Two Year,DSL,No,Bank Transfer,1,No
31.0,70.32,Month-to-Month,No,No,Bank Transfer,0,Yes
17.0,64.97,Two Year,No,No,Credit Card,0,No
20.0,19.4,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
30.0,63.34,One Year,Fiber Optic,No,Electronic Check,1,Yes
36.0,47.78,One Year,Fiber Optic,Yes,Bank Transfer,3,No
8.0,65.28,Two Year,DSL,No,Bank Transfer,1,No
4.0,86.78,Month-to-Month,DSL,No,Mailed Check,0,Yes
8.0,109.78,Month-to-Month,DSL,Yes,Bank Transfer,2,Yes
17.0,92.27,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
10.0,43.36,Two Year,DSL,Yes,Electronic Check,2,No
20.0,76.07,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
1.0,66.89,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
17.0,25.04,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
11.0,76.95,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
18.0,120.7,Two Year,Fiber Optic,No,Mailed Check,2,Yes
13.0,65.97,Two Year,Fiber Optic,Yes,Bank Transfer,3,Yes
8.0,17.17,Month-to-Month,DSL,No,Electronic Check,1,Yes
56.0,65.91,Two Year,DSL,No,Credit Card,5,No
5.0,28.59,One Year,Fiber Optic,No,Bank Transfer,2,Yes
27.0,90.91,Month-to-Month,DSL,Yes,Mailed Check,4,Yes
62.0,80.75,Two Year,No,Yes,Electronic Check,2,No
19.0,59.87,One Year,Fiber Optic,No,Electronic Check,1,No
50.0,55.07,Month-to-Month,DSL,Yes,Bank Transfer,3,Yes
3.0,58.63,One Year,Fiber Optic,No,Electronic Check,1,Yes
16.0,65.25,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
15.0,41.83,Month-to-Month,DSL,Yes,Mailed Check,5,Yes
0.0,23.37,One Year,DSL,No,Bank Transfer,1,Yes
14.0,99.16,Two Year,Fiber Optic,No,Bank Transfer,0,Yes
11.0,53.44,One Year,DSL,No,Bank Transfer,2,No
27.0,70.01,Month-to-Month,DSL,No,Credit Card,2,Yes
67.0,73.56,Two Year,DSL,No,Electronic Check,0,No
2.0,74.66,Month-to-Month,DSL,Yes,Bank Transfer,1,Yes
10.0,29.79,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
14.0,15.0,Month-to-Month,No,No,Mailed Check,2,Yes
15.0,47.34,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
36.0,76.87,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,No
14.0,43.16,One Year,No,No,Mailed Check,2,No
1.0,54.35,Two Year,DSL,Yes,Credit Card,1,No
